id,messages,human_response
1254,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling afraid. Situation: A big wind storm blew through my town and knocked over trees.  I looked outside and saw one of the trees in my yard was uprooted.  I worried that at any moment I'd hear the crash of a tree or branch on my room_comma_ or the sound of breaking glass.""}, {""role"": ""user"", ""content"": ""A big wind storm blew through town and uprooted one of the trees in my yard.""}, {""role"": ""assistant"", ""content"": ""Yikes! Was anything damaged? ""}, {""role"": ""user"", ""content"": ""No_comma_ but that was my fear. I kept waiting to hear the sound of a branch or tree hitting my roof_comma_ or breaking glass.""}]",That's pretty scary. I'm glad there wasn't any damage and that you're okay.
1255,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling proud. Situation: I took my dog to an agility competition and she won first place!""}, {""role"": ""user"", ""content"": ""I took my dog to an agility competition and she ended up winning first place! ""}, {""role"": ""assistant"", ""content"": ""Wow_comma_ congratulations! That must have taken a lot of training and practice.""}, {""role"": ""user"", ""content"": ""Thanks so much! It did_comma_ but she's so hard-working and I couldn't have done it without her.""}]",What kind of dog is she_comma_ and how long have you been competing like this?
1256,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: I was sad when my parents left me""}, {""role"": ""user"", ""content"": ""I was sad when my parents left me""}, {""role"": ""assistant"", ""content"": ""Did you stay with other relatives?""}, {""role"": ""user"", ""content"": ""I stay with my older sister now""}]",Do you Enjoy that?
1257,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling jealous. Situation: My brother got a really high-paying job and now travels all over the world.  He sends pictures and talks endlessly about everything he buys_comma_ everywhere he goes_comma_ and how much money he makes.  It makes me feel insecure and like a failure.""}, {""role"": ""user"", ""content"": ""My brother got a really high-paying job and now spends all his time flaunting his money.""}, {""role"": ""assistant"", ""content"": ""I bet that's kind of a pain. How are you dealing with it?""}, {""role"": ""user"", ""content"": ""Not very well! I mostly just stew and complain about it and wish I had his money and lifestyle.""}]",I bet. It's so annoying when people show off like that.
1258,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disgusted. Situation: I was disgusted when my food had a hair in it""}, {""role"": ""user"", ""content"": ""I was disgusted when my food had a hair in it""}, {""role"": ""assistant"", ""content"": ""ewww did you get a refund or at least a voucher ?""}, {""role"": ""user"", ""content"": ""Yeah I got a refund. They were very sorry about it and I forgave them""}]",I would have blasted them on Yelp
1259,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling anxious. Situation: I was anxious when I went to the theme park""}, {""role"": ""user"", ""content"": ""I was anxious when I went to the theme park""}, {""role"": ""assistant"", ""content"": ""What about the them park made you anxious?""}, {""role"": ""user"", ""content"": ""The roller coasters""}]",They can be really scary for people who do not like them.
1260,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling furious. Situation: I was furious when my friend made fun of me in front of random strangers""}, {""role"": ""user"", ""content"": ""I was furious when my friend made fun of me in front of random strangers.""}, {""role"": ""assistant"", ""content"": ""Why did your friend do that to you?""}, {""role"": ""user"", ""content"": ""I am not sure. He told me he was sorry afterwards but I didn't listen to him""}]",I am not sure I would be able to forgive someone of something like that_comma_ it is really rude behavior.
1261,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling lonely. Situation: I feel so lonely because I have no friends""}, {""role"": ""user"", ""content"": ""I feel so lonely because I have no friends""}, {""role"": ""assistant"", ""content"": ""I'm sorry to hear that. Have you tried joining clubs or hanging out with people from work?""}, {""role"": ""user"", ""content"": ""I haven't. Im too shy and I am scared of what people will say""}]",I know how that is. 
1262,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling jealous. Situation: I was jealous when my girlfriend was talking to other guys""}, {""role"": ""user"", ""content"": ""I was jealous when my girlfriend was talking to other guys""}, {""role"": ""assistant"", ""content"": ""I understand how you'd feel that way. Do you trust her around other guys?""}, {""role"": ""user"", ""content"": ""I do not. I have trust issues""}]",Ah. That can be tough in a relationship.
1263,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling terrified. Situation: I was terrified when I watched that horror film in the theaters""}, {""role"": ""user"", ""content"": ""I was terrified when I watched that horror film in the theaters""}, {""role"": ""assistant"", ""content"": ""I understand. Horror movies freak me out_comma_ too. Did you watch the whole thing?""}, {""role"": ""user"", ""content"": ""I did but it was really a challenge for me.""}]",I bet. I don't think I could sit through a whole one.
1264,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: I was sad when my dad died""}, {""role"": ""user"", ""content"": ""I was sad when my dad died""}, {""role"": ""assistant"", ""content"": ""How long ago did that happen?""}, {""role"": ""user"", ""content"": ""It happened 3 weeks ago""}]",I am so sorry to hear_comma_ if you need to talk to someone about it_comma_ I am here for you
1265,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: I was sad when my wife left me""}, {""role"": ""user"", ""content"": ""I was sad when my wife left me""}, {""role"": ""assistant"", ""content"": ""she must not have loved you""}, {""role"": ""user"", ""content"": ""I just dont know why she would marry me then.""}]",people change over time_comma_ is she thinking of coming back ?
